run_id,condition,rt,responses,trial_type,trial_index,time_elapsed,internal_node_id,stimulus,button_pressed,key_press,StimulusDurationSetting,iTrial,Phase,correctResponse,CharacterResponse,recorded_at,ip,user_agent,device,browser,browser_version,platform,platform_version
24,1,4440.895,"{""Q0"":""demoRun3""}",survey-text,0,4509,0.0-0.0,"""","""","""","""","""","""","""","""",11/20/2020 19:25,69.125.145.27,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",WebKit,Chrome,86.0.4240.198,Windows,10
24,1,1322.57,"""",image-button-response,1,5843,0.0-1.0,directionsConfidence.JPG,0,"""","""","""","""","""","""",11/20/2020 19:25,69.125.145.27,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",WebKit,Chrome,86.0.4240.198,Windows,10
24,1,2392.045,"""",video-button-response,2,8254,0.0-2.0,"""",0,"""","""","""","""","""","""",11/20/2020 19:25,69.125.145.27,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",WebKit,Chrome,86.0.4240.198,Windows,10
24,1,null,"""",html-keyboard-response,3,9262,0.0-3.0,"<div style=""font-size:60px;"">+</div>","""",null,1000,1,ITI,"""","""",11/20/2020 19:25,69.125.145.27,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",WebKit,Chrome,86.0.4240.198,Windows,10
24,1,null,"""",image-keyboard-response,4,9523,0.0-4.0,jspsych/scrambledNeutralFaces/scrambledBM03NES.JPG,"""",null,250,1,forwardMask,0,"""",11/20/2020 19:25,69.125.145.27,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",WebKit,Chrome,86.0.4240.198,Windows,10
24,1,null,"""",image-keyboard-response,5,9612,0.0-5.0,jspsych/neutralFaces/BM03NES.JPG,"""",null,82,1,Cue,"""","""",11/20/2020 19:25,69.125.145.27,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",WebKit,Chrome,86.0.4240.198,Windows,10
24,1,null,"""",image-keyboard-response,6,9716,0.0-6.0,jspsych/neutralFaces/AF35NES.JPG,"""",null,100,1,backwardMask,"""","""",11/20/2020 19:25,69.125.145.27,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",WebKit,Chrome,86.0.4240.198,Windows,10
24,1,null,"""",html-keyboard-response,7,9922,0.0-7.0,"<div style=""font-size:60px;"">+</div>","""",null,200,1,fixationBtwnNeutralMaskAndPrompt,"""","""",11/20/2020 19:25,69.125.145.27,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",WebKit,Chrome,86.0.4240.198,Windows,10
24,1,902.875,"""",html-keyboard-response,8,10828,0.0-8.0,"<p> Did you see the ""hidden"" face? Press <b>0</b> if you did <i>not</i>, <b>1</b> if you <i>did</i>. </p>","""",48,"""",1,QueryConfidence,"""",0,11/20/2020 19:25,69.125.145.27,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",WebKit,Chrome,86.0.4240.198,Windows,10
24,1,273.405,"""",html-keyboard-response,9,11103,0.0-9.0,"<p> What was the emotion of the hidden face? Go with your gut if you are not certain. <br> Press, <b>0</b> for <i>neutral face</i> or <b>1</b> for <i>disgust face</i></p>","""",48,"""",1,Query,"""",0,11/20/2020 19:25,69.125.145.27,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",WebKit,Chrome,86.0.4240.198,Windows,10
24,1,null,"""",html-keyboard-response,10,12113,0.0-10.0,"<div style=""font-size:60px;"">+</div>","""",null,1000,2,ITI,"""","""",11/20/2020 19:25,69.125.145.27,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",WebKit,Chrome,86.0.4240.198,Windows,10
24,1,null,"""",image-keyboard-response,11,12372,0.0-11.0,jspsych/scrambledNeutralFaces/scrambledBF16NES.JPG,"""",null,250,2,forwardMask,0,"""",11/20/2020 19:25,69.125.145.27,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",WebKit,Chrome,86.0.4240.198,Windows,10
24,1,null,"""",image-keyboard-response,12,12390,0.0-12.0,jspsych/neutralFaces/BF16NES.JPG,"""",null,16,2,Cue,"""","""",11/20/2020 19:25,69.125.145.27,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",WebKit,Chrome,86.0.4240.198,Windows,10
24,1,null,"""",image-keyboard-response,13,12493,0.0-13.0,jspsych/neutralFaces/BM10NES.JPG,"""",null,100,2,backwardMask,"""","""",11/20/2020 19:25,69.125.145.27,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",WebKit,Chrome,86.0.4240.198,Windows,10
24,1,null,"""",html-keyboard-response,14,12702,0.0-14.0,"<div style=""font-size:60px;"">+</div>","""",null,200,2,fixationBtwnNeutralMaskAndPrompt,"""","""",11/20/2020 19:25,69.125.145.27,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",WebKit,Chrome,86.0.4240.198,Windows,10
24,1,1249.495,"""",html-keyboard-response,15,13954,0.0-15.0,"<p> Did you see the ""hidden"" face? Press <b>0</b> if you did <i>not</i>, <b>1</b> if you <i>did</i>. </p>","""",48,"""",2,QueryConfidence,"""",0,11/20/2020 19:25,69.125.145.27,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",WebKit,Chrome,86.0.4240.198,Windows,10
24,1,694.385,"""",html-keyboard-response,16,14652,0.0-16.0,"<p> What was the emotion of the hidden face? Go with your gut if you are not certain. <br> Press, <b>0</b> for <i>neutral face</i> or <b>1</b> for <i>disgust face</i></p>","""",48,"""",2,Query,"""",0,11/20/2020 19:25,69.125.145.27,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",WebKit,Chrome,86.0.4240.198,Windows,10
24,1,null,"""",html-keyboard-response,17,15661,0.0-17.0,"<div style=""font-size:60px;"">+</div>","""",null,1000,3,ITI,"""","""",11/20/2020 19:25,69.125.145.27,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",WebKit,Chrome,86.0.4240.198,Windows,10
24,1,null,"""",image-keyboard-response,18,15922,0.0-18.0,jspsych/scrambledDisgustFaces/scrambledAF34DIS.JPG,"""",null,250,3,forwardMask,1,"""",11/20/2020 19:25,69.125.145.27,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",WebKit,Chrome,86.0.4240.198,Windows,10
24,1,null,"""",image-keyboard-response,19,16011,0.0-19.0,jspsych/disgustFaces/AF34DIS.JPG,"""",null,82,3,Cue,"""","""",11/20/2020 19:25,69.125.145.27,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",WebKit,Chrome,86.0.4240.198,Windows,10
24,1,null,"""",image-keyboard-response,20,16122,0.0-20.0,jspsych/neutralFaces/BM04NES.JPG,"""",null,100,3,backwardMask,"""","""",11/20/2020 19:25,69.125.145.27,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",WebKit,Chrome,86.0.4240.198,Windows,10
24,1,null,"""",html-keyboard-response,21,16332,0.0-21.0,"<div style=""font-size:60px;"">+</div>","""",null,200,3,fixationBtwnNeutralMaskAndPrompt,"""","""",11/20/2020 19:25,69.125.145.27,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",WebKit,Chrome,86.0.4240.198,Windows,10
24,1,585.335,"""",html-keyboard-response,22,16920,0.0-22.0,"<p> Did you see the ""hidden"" face? Press <b>0</b> if you did <i>not</i>, <b>1</b> if you <i>did</i>. </p>","""",49,"""",3,QueryConfidence,"""",1,11/20/2020 19:25,69.125.145.27,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",WebKit,Chrome,86.0.4240.198,Windows,10
